om,yr,mo,dy,date,time,tz,st,stf,stn,f
581863,2015,5,6,2015-05-06,18:49:00,3,OK,40,0,EF-0
581864,2015,5,6,2015-05-06,19:11:00,3,OK,40,0,EF-0
565960,2015,5,6,2015-05-06,19:33:00,3,KS,20,0,EF-0
565941,2015,5,6,2015-05-06,19:38:00,3,KS,20,0,EF-0
581866,2015,5,6,2015-05-06,19:41:00,3,OK,40,0,EF-3
582915,2015,5,6,2015-05-06,19:49:00,3,TX,48,0,EF-2
565948,2015,5,6,2015-05-06,19:55:00,3,KS,20,0,EF-0
565945,2015,5,6,2015-05-06,20:10:00,3,KS,20,0,EF-0
565972,2015,5,6,2015-05-06,20:27:00,3,KS,20,0,EF-0
573593,2015,5,6,2015-05-06,20:37:00,3,TX,48,0,EF-0
565973,2015,5,6,2015-05-06,20:56:00,3,KS,20,0,EF-1
578260,2015,5,6,2015-05-06,21:00:00,3,TX,48,0,EF-0
565946,2015,5,6,2015-05-06,21:36:00,3,KS,20,0,EF-0
566237,2015,5,6,2015-05-06,21:49:00,3,NE,31,0,EF-1
578278,2015,5,6,2015-05-06,22:00:00,3,TX,48,0,EF-0
586570,2015,5,7,2015-05-07,14:45:00,3,KS,20,0,EF-0
586572,2015,5,7,2015-05-07,15:00:00,3,KS,20,0,EF-0
586574,2015,5,7,2015-05-07,15:00:00,3,KS,20,0,EF-0
586576,2015,5,7,2015-05-07,15:01:00,3,KS,20,0,EF-0
586577,2015,5,7,2015-05-07,15:02:00,3,KS,20,0,EF-1
567726,2015,5,7,2015-05-07,16:59:00,3,CO,8,0,EF-1
570051,2015,5,7,2015-05-07,17:45:00,3,TX,48,0,EF-1
566218,2015,5,7,2015-05-07,18:36:00,3,CO,8,0,EF-0
570053,2015,5,7,2015-05-07,18:45:00,3,TX,48,0,EF-1
570054,2015,5,7,2015-05-07,20:00:00,3,TX,48,0,EF-0
584365,2015,5,8,2015-05-08,15:22:00,3,TX,48,0,EF-0
584371,2015,5,8,2015-05-08,15:28:00,3,TX,48,0,EF-1
584375,2015,5,8,2015-05-08,16:21:00,3,TX,48,0,EF-0
578343,2015,5,8,2015-05-08,16:30:00,3,TX,48,0,EF-0
582212,2015,5,8,2015-05-08,17:04:00,3,OK,40,0,EF-0
582213,2015,5,8,2015-05-08,17:16:00,3,OK,40,0,EF-0
578347,2015,5,8,2015-05-08,17:22:00,3,TX,48,0,EF-0
578350,2015,5,8,2015-05-08,17:40:00,3,TX,48,0,EF-0
582214,2015,5,8,2015-05-08,17:40:00,3,OK,40,0,EF-0
582215,2015,5,8,2015-05-08,18:08:00,3,OK,40,0,EF-0
568047,2015,5,8,2015-05-08,18:12:00,3,CO,8,0,EF-0
575796,2015,5,9,2015-05-09,15:32:00,3,TX,48,0,EF-3
570222,2015,5,9,2015-05-09,15:40:00,3,CO,8,0,EF-0
567759,2015,5,9,2015-05-09,15:41:00,3,CO,8,0,EF-0
575802,2015,5,9,2015-05-09,15:55:00,3,TX,48,0,EF-0
575803,2015,5,9,2015-05-09,16:15:00,3,TX,48,0,EF-0
567760,2015,5,9,2015-05-09,16:27:00,3,CO,8,0,EF-0
570215,2015,5,9,2015-05-09,16:30:00,3,CO,8,0,EF-0
584336,2015,5,9,2015-05-09,16:30:00,3,OK,40,0,EF-0
570216,2015,5,9,2015-05-09,16:40:00,3,CO,8,0,EF-0
584337,2015,5,9,2015-05-09,16:50:00,3,OK,40,0,EF-0
567761,2015,5,9,2015-05-09,16:50:00,3,CO,8,0,EF-0
584377,2015,5,9,2015-05-09,16:57:00,3,TX,48,0,EF-0
584338,2015,5,9,2015-05-09,17:09:00,3,OK,40,0,EF-0
573066,2015,5,9,2015-05-09,17:20:00,3,CO,8,0,EF-0
584340,2015,5,9,2015-05-09,17:24:00,3,OK,40,0,EF-0
573067,2015,5,9,2015-05-09,17:35:00,3,CO,8,0,EF-0
575805,2015,5,9,2015-05-09,17:58:00,3,TX,48,0,EF-0
584341,2015,5,9,2015-05-09,18:25:00,3,OK,40,0,EF-1
586583,2015,5,9,2015-05-09,18:28:00,3,KS,20,0,EF-0
573081,2015,5,9,2015-05-09,18:55:00,3,KS,20,0,EF-0
573084,2015,5,9,2015-05-09,19:00:00,3,KS,20,0,EF-0
584343,2015,5,9,2015-05-09,19:24:00,3,OK,40,0,EF-0
569494,2015,5,9,2015-05-09,19:25:00,3,NE,31,0,EF-0
569496,2015,5,9,2015-05-09,19:36:00,3,NE,31,0,EF-0
573088,2015,5,9,2015-05-09,19:38:00,3,KS,20,0,EF-1
573095,2015,5,9,2015-05-09,20:12:00,3,KS,20,0,EF-0
573099,2015,5,9,2015-05-09,20:50:00,3,KS,20,0,EF-2
573104,2015,5,9,2015-05-09,21:43:00,3,KS,20,0,EF-1
573107,2015,5,9,2015-05-09,22:20:00,3,NE,31,0,EF-0
579367,2015,5,10,2015-05-10,08:01:00,3,OK,40,0,EF-1
576974,2015,5,10,2015-05-10,09:21:00,3,SD,46,0,EF-2
576976,2015,5,10,2015-05-10,10:15:00,3,SD,46,0,EF-0
575810,2015,5,10,2015-05-10,13:16:00,3,TX,48,0,EF-1
575817,2015,5,10,2015-05-10,13:39:00,3,TX,48,0,EF-0
577274,2015,5,10,2015-05-10,14:28:00,3,IA,19,0,EF-0
575841,2015,5,10,2015-05-10,15:08:00,3,TX,48,0,EF-1
575831,2015,5,10,2015-05-10,15:45:00,3,TX,48,0,EF-1
586300,2015,5,10,2015-05-10,17:03:00,3,TX,48,0,EF-0
575845,2015,5,10,2015-05-10,17:07:00,3,TX,48,0,EF-0
579369,2015,5,10,2015-05-10,17:18:00,3,OK,40,0,EF-0
575846,2015,5,10,2015-05-10,17:34:00,3,TX,48,0,EF-0
565904,2015,5,10,2015-05-10,18:10:00,3,IA,19,0,EF-1
577266,2015,5,10,2015-05-10,18:16:00,3,SD,46,0,EF-0
579375,2015,5,10,2015-05-10,18:18:00,3,OK,40,0,EF-2
575847,2015,5,10,2015-05-10,18:20:00,3,TX,48,0,EF-0
579378,2015,5,10,2015-05-10,18:46:00,3,OK,40,0,EF-0
566652,2015,5,10,2015-05-10,19:14:00,3,IA,19,0,EF-0
570339,2015,5,10,2015-05-10,19:46:00,3,TX,48,0,EF-3
566749,2015,5,10,2015-05-10,20:19:00,3,TX,48,0,EF-1
566750,2015,5,10,2015-05-10,21:50:00,3,TX,48,0,EF-1
566748,2015,5,10,2015-05-10,22:18:00,3,AR,5,0,EF-2
566751,2015,5,10,2015-05-10,22:25:00,3,TX,48,0,EF-0
566754,2015,5,10,2015-05-10,22:28:00,3,TX,48,0,EF-0
566774,2015,5,11,2015-05-11,00:34:00,3,TX,48,0,EF-1
573600,2015,5,11,2015-05-11,09:35:00,3,LA,22,0,EF-0
573123,2015,5,11,2015-05-11,15:10:00,3,NC,37,0,EF-0
580244,2015,5,13,2015-05-13,15:01:00,3,TX,48,0,EF-0
566111,2015,5,13,2015-05-13,16:57:00,3,TX,48,0,EF-0
580247,2015,5,13,2015-05-13,17:26:00,3,TX,48,0,EF-0
568451,2015,5,14,2015-05-14,19:20:00,3,MO,29,0,EF-0
580835,2015,5,15,2015-05-15,05:29:00,3,TX,48,0,EF-1
580848,2015,5,15,2015-05-15,05:44:00,3,TX,48,0,EF-0
580865,2015,5,15,2015-05-15,10:18:00,3,TX,48,0,EF-0
581050,2015,5,15,2015-05-15,12:05:00,3,TX,48,0,EF-0
581094,2015,5,15,2015-05-15,12:20:00,3,TX,48,0,EF-0
566215,2015,5,15,2015-05-15,14:03:00,3,CO,8,0,EF-0
566223,2015,5,15,2015-05-15,14:51:00,3,CO,8,0,EF-1
572101,2015,5,15,2015-05-15,15:34:00,3,WY,56,0,EF-1
566228,2015,5,15,2015-05-15,17:22:00,3,KS,20,0,EF-0
566229,2015,5,15,2015-05-15,18:41:00,3,KS,20,0,EF-0
571496,2015,5,15,2015-05-15,19:34:00,3,NE,31,0,EF-0
569777,2015,5,15,2015-05-15,20:08:00,3,NE,31,0,EF-0
566410,2015,5,16,2015-05-16,12:12:00,3,TX,48,0,EF-0
570224,2015,5,16,2015-05-16,13:13:00,3,WY,56,0,EF-0
581573,2015,5,16,2015-05-16,13:20:00,3,TX,48,0,EF-1
581574,2015,5,16,2015-05-16,13:40:00,3,TX,48,0,EF-1
581576,2015,5,16,2015-05-16,14:14:00,3,TX,48,0,EF-0
567775,2015,5,16,2015-05-16,15:33:00,3,MN,27,0,EF-1
582243,2015,5,16,2015-05-16,15:49:00,3,OK,40,0,EF-1
582244,2015,5,16,2015-05-16,16:05:00,3,OK,40,0,EF-1
567018,2015,5,16,2015-05-16,16:18:00,3,MN,27,0,EF-0
567008,2015,5,16,2015-05-16,16:23:00,3,MN,27,0,EF-0
582218,2015,5,16,2015-05-16,16:26:00,3,TX,48,0,EF-0
582218,2015,5,16,2015-05-16,16:26:00,3,TX,48,0,EF-3
582218,2015,5,16,2015-05-16,16:30:00,3,OK,40,0,EF-0
567009,2015,5,16,2015-05-16,16:33:00,3,MN,27,0,EF-1
567019,2015,5,16,2015-05-16,16:36:00,3,MN,27,0,EF-0
566854,2015,5,16,2015-05-16,16:37:00,3,KS,20,0,EF-1
582218,2015,5,16,2015-05-16,16:38:00,3,TX,48,0,EF-0
582218,2015,5,16,2015-05-16,16:43:00,3,OK,40,0,EF-3
582245,2015,5,16,2015-05-16,16:47:00,3,OK,40,0,EF-0
567012,2015,5,16,2015-05-16,16:51:00,3,MN,27,0,EF-0
567773,2015,5,16,2015-05-16,16:57:00,3,MN,27,0,EF-0
585576,2015,5,16,2015-05-16,17:05:00,3,OK,40,0,EF-0
582249,2015,5,16,2015-05-16,17:22:00,3,OK,40,0,EF-1
567014,2015,5,16,2015-05-16,17:24:00,3,MN,27,0,EF-0
567780,2015,5,16,2015-05-16,17:38:00,3,MN,27,0,EF-0
567783,2015,5,16,2015-05-16,18:01:00,3,MN,27,0,EF-0
582303,2015,5,16,2015-05-16,18:14:00,3,OK,40,0,EF-1
567784,2015,5,16,2015-05-16,18:15:00,3,MN,27,0,EF-0
584393,2015,5,16,2015-05-16,18:22:00,3,TX,48,0,EF-0
567786,2015,5,16,2015-05-16,18:41:00,3,MN,27,0,EF-0
567016,2015,5,16,2015-05-16,18:48:00,3,MN,27,0,EF-0
582314,2015,5,16,2015-05-16,18:55:00,3,OK,40,0,EF-0
567787,2015,5,16,2015-05-16,18:56:00,3,MN,27,0,EF-0
582323,2015,5,16,2015-05-16,18:58:00,3,OK,40,0,EF-0
582324,2015,5,16,2015-05-16,19:01:00,3,OK,40,0,EF-0
567788,2015,5,16,2015-05-16,19:09:00,3,MN,27,0,EF-0
567017,2015,5,16,2015-05-16,19:28:00,3,MN,27,0,EF-0
568446,2015,5,16,2015-05-16,20:35:00,3,MO,29,0,EF-0
579400,2015,5,16,2015-05-16,21:20:00,3,OK,40,0,EF-1
568447,2015,5,16,2015-05-16,22:15:00,3,MO,29,0,EF-2
579403,2015,5,16,2015-05-16,22:26:00,3,OK,40,0,EF-2
579409,2015,5,16,2015-05-16,22:43:00,3,OK,40,0,EF-2
568449,2015,5,16,2015-05-16,22:51:00,3,MO,29,0,EF-1
579415,2015,5,16,2015-05-16,22:52:00,3,OK,40,0,EF-1
579422,2015,5,16,2015-05-16,23:00:00,3,OK,40,0,EF-1
568445,2015,5,16,2015-05-16,23:05:00,3,MO,29,0,EF-1
579426,2015,5,16,2015-05-16,23:10:00,3,OK,40,0,EF-1
579430,2015,5,16,2015-05-16,23:24:00,3,OK,40,0,EF-1
579433,2015,5,16,2015-05-16,23:30:00,3,OK,40,0,EF-1
579435,2015,5,16,2015-05-16,23:38:00,3,OK,40,0,EF-1
568444,2015,5,16,2015-05-16,23:48:00,3,MO,29,0,EF-0
579436,2015,5,16,2015-05-16,23:51:00,3,OK,40,0,EF-1
579436,2015,5,16,2015-05-16,23:51:00,3,OK,40,0,EF-1
579436,2015,5,16,2015-05-16,23:53:00,3,MO,29,0,EF-0
566509,2015,5,17,2015-05-17,00:38:00,3,MO,29,0,EF-1
566510,2015,5,17,2015-05-17,01:07:00,3,MO,29,0,EF-0
566529,2015,5,17,2015-05-17,01:10:00,3,MO,29,0,EF-0
566518,2015,5,17,2015-05-17,01:11:00,3,MO,29,0,EF-0
575674,2015,5,17,2015-05-17,01:20:00,3,IA,19,0,EF-0
575679,2015,5,17,2015-05-17,01:27:00,3,IA,19,0,EF-0
567109,2015,5,17,2015-05-17,01:38:00,3,MO,29,0,EF-0
575680,2015,5,17,2015-05-17,01:40:00,3,IA,19,0,EF-1
575681,2015,5,17,2015-05-17,01:40:00,3,IA,19,0,EF-1
575682,2015,5,17,2015-05-17,02:00:00,3,IA,19,0,EF-0
569228,2015,5,17,2015-05-17,02:30:00,3,LA,22,0,EF-1
566827,2015,5,17,2015-05-17,14:31:00,3,WI,55,0,EF-0
574564,2015,5,18,2015-05-18,16:25:00,3,TX,48,0,EF-0
574565,2015,5,18,2015-05-18,16:53:00,3,TX,48,0,EF-0
577987,2015,5,19,2015-05-19,11:25:00,3,TX,48,0,EF-0
584346,2015,5,19,2015-05-19,13:40:00,3,OK,40,0,EF-0
584347,2015,5,19,2015-05-19,13:51:00,3,OK,40,0,EF-0
576033,2015,5,19,2015-05-19,14:18:00,3,TX,48,0,EF-0
575899,2015,5,19,2015-05-19,14:21:00,3,TX,48,0,EF-0
584352,2015,5,19,2015-05-19,14:22:00,3,OK,40,0,EF-0
576040,2015,5,19,2015-05-19,14:25:00,3,TX,48,0,EF-0
576051,2015,5,19,2015-05-19,14:25:00,3,TX,48,0,EF-0
584380,2015,5,19,2015-05-19,14:33:00,3,TX,48,0,EF-0
584357,2015,5,19,2015-05-19,14:54:00,3,OK,40,0,EF-0
576053,2015,5,19,2015-05-19,15:12:00,3,TX,48,0,EF-0
584359,2015,5,19,2015-05-19,15:19:00,3,OK,40,0,EF-0
576055,2015,5,19,2015-05-19,15:27:00,3,TX,48,0,EF-0
576057,2015,5,19,2015-05-19,16:07:00,3,TX,48,0,EF-0
576061,2015,5,19,2015-05-19,16:08:00,3,TX,48,0,EF-0
575910,2015,5,19,2015-05-19,16:33:00,3,TX,48,0,EF-0
575914,2015,5,19,2015-05-19,16:35:00,3,TX,48,0,EF-0
584383,2015,5,19,2015-05-19,16:55:00,3,TX,48,0,EF-0
584360,2015,5,19,2015-05-19,17:16:00,3,OK,40,0,EF-0
575915,2015,5,19,2015-05-19,17:19:00,3,TX,48,0,EF-0
576034,2015,5,19,2015-05-19,17:20:00,3,TX,48,0,EF-0
584385,2015,5,19,2015-05-19,17:20:00,3,TX,48,0,EF-0
584387,2015,5,19,2015-05-19,17:21:00,3,TX,48,0,EF-0
584361,2015,5,19,2015-05-19,17:23:00,3,OK,40,0,EF-0
584362,2015,5,19,2015-05-19,17:40:00,3,OK,40,0,EF-0
584388,2015,5,19,2015-05-19,17:45:00,3,TX,48,0,EF-0
576035,2015,5,19,2015-05-19,18:23:00,3,TX,48,0,EF-0
576037,2015,5,19,2015-05-19,18:29:00,3,TX,48,0,EF-1
584363,2015,5,19,2015-05-19,19:55:00,3,OK,40,0,EF-0
576042,2015,5,19,2015-05-19,20:18:00,3,TX,48,0,EF-0
584364,2015,5,19,2015-05-19,20:35:00,3,OK,40,0,EF-0
576050,2015,5,19,2015-05-19,20:39:00,3,TX,48,0,EF-0
576052,2015,5,19,2015-05-19,20:41:00,3,TX,48,0,EF-1
576056,2015,5,19,2015-05-19,20:54:00,3,TX,48,0,EF-1
576058,2015,5,19,2015-05-19,21:36:00,3,TX,48,0,EF-1
576059,2015,5,19,2015-05-19,22:04:00,3,TX,48,0,EF-0
576063,2015,5,20,2015-05-20,01:35:00,3,TX,48,0,EF-0
581707,2015,5,20,2015-05-20,14:30:00,3,TN,47,0,EF-0
580911,2015,5,20,2015-05-20,16:29:00,3,TN,47,0,EF-0
578223,2015,5,21,2015-05-21,14:13:00,3,NC,37,0,EF-1
576195,2015,5,22,2015-05-22,17:13:00,3,TX,48,0,EF-0
572080,2015,5,23,2015-05-23,12:55:00,3,WY,56,0,EF-0
584400,2015,5,23,2015-05-23,16:12:00,3,OK,40,0,EF-1
584402,2015,5,23,2015-05-23,16:59:00,3,OK,40,0,EF-0
584403,2015,5,23,2015-05-23,17:05:00,3,OK,40,0,EF-0
584404,2015,5,23,2015-05-23,17:10:00,3,OK,40,0,EF-0
584406,2015,5,23,2015-05-23,17:11:00,3,OK,40,0,EF-1
584407,2015,5,23,2015-05-23,17:16:00,3,OK,40,0,EF-0
584420,2015,5,23,2015-05-23,17:25:00,3,OK,40,0,EF-1
584408,2015,5,23,2015-05-23,17:30:00,3,OK,40,0,EF-0
584410,2015,5,23,2015-05-23,18:05:00,3,OK,40,0,EF-1
584413,2015,5,23,2015-05-23,18:13:00,3,OK,40,0,EF-0
581287,2015,5,23,2015-05-23,19:16:00,3,TX,48,0,EF-1
579437,2015,5,23,2015-05-23,19:44:00,3,OK,40,0,EF-0
581285,2015,5,23,2015-05-23,19:53:00,3,TX,48,0,EF-0
581291,2015,5,23,2015-05-23,19:58:00,3,TX,48,0,EF-1
581294,2015,5,23,2015-05-23,20:11:00,3,TX,48,0,EF-0
581288,2015,5,23,2015-05-23,20:22:00,3,TX,48,0,EF-1
581292,2015,5,23,2015-05-23,20:37:00,3,TX,48,0,EF-0
581276,2015,5,23,2015-05-23,20:39:00,3,TX,48,0,EF-1
581290,2015,5,23,2015-05-23,20:43:00,3,TX,48,0,EF-1
581277,2015,5,23,2015-05-23,20:47:00,3,TX,48,0,EF-1
581295,2015,5,23,2015-05-23,20:47:00,3,TX,48,0,EF-0
581315,2015,5,24,2015-05-24,00:27:00,3,TX,48,0,EF-1
576066,2015,5,24,2015-05-24,01:34:00,3,TX,48,0,EF-1
576069,2015,5,24,2015-05-24,01:34:00,3,TX,48,0,EF-1
579261,2015,5,24,2015-05-24,05:33:00,3,TX,48,0,EF-0
569667,2015,5,24,2015-05-24,10:34:00,3,TX,48,0,EF-1
567867,2015,5,24,2015-05-24,11:15:00,3,MO,29,0,EF-1
571435,2015,5,24,2015-05-24,16:42:00,3,IA,19,0,EF-1
571500,2015,5,24,2015-05-24,16:45:00,3,NE,31,0,EF-0
571501,2015,5,24,2015-05-24,16:45:00,3,NE,31,0,EF-0
567869,2015,5,24,2015-05-24,16:59:00,3,MO,29,0,EF-1
571440,2015,5,24,2015-05-24,17:50:00,3,IL,17,0,EF-2
586883,2015,5,24,2015-05-24,20:37:00,3,KS,20,0,EF-1
586868,2015,5,24,2015-05-24,20:47:00,3,KS,20,0,EF-0
586885,2015,5,24,2015-05-24,21:06:00,3,KS,20,0,EF-0
586895,2015,5,24,2015-05-24,21:20:00,3,KS,20,0,EF-0
586927,2015,5,24,2015-05-24,21:47:00,3,KS,20,0,EF-1
586930,2015,5,24,2015-05-24,22:26:00,3,KS,20,0,EF-2
586932,2015,5,24,2015-05-24,23:20:00,3,KS,20,0,EF-1
581401,2015,5,25,2015-05-25,07:41:00,3,MS,28,0,EF-0
581409,2015,5,25,2015-05-25,07:51:00,3,MS,28,0,EF-1
576727,2015,5,25,2015-05-25,08:00:00,3,TX,48,0,EF-1
573269,2015,5,25,2015-05-25,08:45:00,3,TX,48,0,EF-0
571669,2015,5,25,2015-05-25,09:19:00,3,MS,28,0,EF-0
579903,2015,5,25,2015-05-25,10:00:00,3,FL,12,0,EF-0
569670,2015,5,25,2015-05-25,10:46:00,3,TX,48,0,EF-1
581307,2015,5,25,2015-05-25,11:33:00,3,TX,48,0,EF-1
581308,2015,5,25,2015-05-25,12:04:00,3,TX,48,0,EF-0
576074,2015,5,25,2015-05-25,12:41:00,3,TX,48,0,EF-1
576077,2015,5,25,2015-05-25,12:42:00,3,TX,48,0,EF-1
576176,2015,5,25,2015-05-25,13:06:00,3,TX,48,0,EF-1
576178,2015,5,25,2015-05-25,13:25:00,3,TX,48,0,EF-0
582549,2015,5,25,2015-05-25,13:42:00,3,OK,40,0,EF-3
595100,2015,5,25,2015-05-25,13:45:00,3,TX,48,0,EF-1
582556,2015,5,25,2015-05-25,14:29:00,3,OK,40,0,EF-2
576305,2015,5,25,2015-05-25,14:41:00,3,TX,48,0,EF-0
575884,2015,5,25,2015-05-25,14:55:00,3,TX,48,0,EF-2
576306,2015,5,25,2015-05-25,14:55:00,3,TX,48,0,EF-0
582558,2015,5,25,2015-05-25,15:06:00,3,OK,40,0,EF-1
581301,2015,5,25,2015-05-25,15:24:00,3,TX,48,0,EF-1
579438,2015,5,25,2015-05-25,15:52:00,3,OK,40,0,EF-2
579440,2015,5,25,2015-05-25,16:17:00,3,OK,40,0,EF-1
579442,2015,5,25,2015-05-25,16:34:00,3,OK,40,0,EF-1
579444,2015,5,25,2015-05-25,16:48:00,3,OK,40,0,EF-2
581304,2015,5,25,2015-05-25,17:10:00,3,TX,48,0,EF-0
581310,2015,5,25,2015-05-25,17:16:00,3,TX,48,0,EF-1
578919,2015,5,25,2015-05-25,17:35:00,3,AR,5,0,EF-1
578920,2015,5,25,2015-05-25,17:40:00,3,AR,5,0,EF-1
569765,2015,5,25,2015-05-25,17:47:00,3,TX,48,0,EF-2
581306,2015,5,25,2015-05-25,17:57:00,3,TX,48,0,EF-0
569784,2015,5,25,2015-05-25,18:18:00,3,TX,48,0,EF-1
569781,2015,5,25,2015-05-25,19:12:00,3,LA,22,0,EF-1
569245,2015,5,26,2015-05-26,00:22:00,3,LA,22,0,EF-1
582903,2015,5,26,2015-05-26,08:59:00,3,IL,17,0,EF-1
582905,2015,5,26,2015-05-26,08:59:00,3,IA,19,0,EF-1
582904,2015,5,26,2015-05-26,09:46:00,3,IL,17,0,EF-1
570588,2015,5,26,2015-05-26,11:23:00,3,WI,55,0,EF-0
580352,2015,5,26,2015-05-26,12:08:00,3,IL,17,0,EF-0
582934,2015,5,26,2015-05-26,13:41:00,3,GA,13,0,EF-1
568158,2015,5,26,2015-05-26,15:16:00,3,OH,39,0,EF-1
575861,2015,5,26,2015-05-26,16:40:00,3,TX,48,0,EF-0
575860,2015,5,26,2015-05-26,17:06:00,3,TX,48,0,EF-0
575858,2015,5,26,2015-05-26,17:29:00,3,TX,48,0,EF-0
582331,2015,5,26,2015-05-26,17:32:00,3,OK,40,0,EF-0
581123,2015,5,27,2015-05-27,10:46:00,3,TX,48,0,EF-0
573050,2015,5,27,2015-05-27,13:10:00,3,CO,8,0,EF-0
573052,2015,5,27,2015-05-27,14:00:00,3,KS,20,0,EF-0
586936,2015,5,27,2015-05-27,14:03:00,3,KS,20,0,EF-0
586967,2015,5,27,2015-05-27,15:02:00,3,KS,20,0,EF-0
586968,2015,5,27,2015-05-27,15:21:00,3,KS,20,0,EF-0
586969,2015,5,27,2015-05-27,15:24:00,3,KS,20,0,EF-0
581926,2015,5,27,2015-05-27,15:58:00,3,TX,48,0,EF-2
586965,2015,5,27,2015-05-27,16:10:00,3,KS,20,0,EF-0
586966,2015,5,27,2015-05-27,16:14:00,3,KS,20,0,EF-1
586970,2015,5,27,2015-05-27,16:45:00,3,KS,20,0,EF-0
586973,2015,5,27,2015-05-27,16:54:00,3,KS,20,0,EF-0
581929,2015,5,27,2015-05-27,17:02:00,3,TX,48,0,EF-1
612519,2015,5,27,2015-05-27,17:05:00,3,TX,48,0,EF-0
581931,2015,5,27,2015-05-27,17:05:00,3,TX,48,0,EF-0
586974,2015,5,27,2015-05-27,17:14:00,3,KS,20,0,EF-0
586972,2015,5,27,2015-05-27,18:33:00,3,KS,20,0,EF-0
577099,2015,5,27,2015-05-27,18:35:00,3,TX,48,0,EF-0
577105,2015,5,27,2015-05-27,18:50:00,3,TX,48,0,EF-0
579445,2015,5,28,2015-05-28,08:58:00,3,OK,40,0,EF-1
579447,2015,5,28,2015-05-28,13:09:00,3,AR,5,0,EF-1
579448,2015,5,28,2015-05-28,13:40:00,3,AR,5,0,EF-0
573113,2015,5,28,2015-05-28,14:14:00,3,KS,20,0,EF-0
577415,2015,5,28,2015-05-28,14:37:00,3,TX,48,0,EF-0
573096,2015,5,28,2015-05-28,14:38:00,3,CO,8,0,EF-0
573115,2015,5,28,2015-05-28,14:53:00,3,KS,20,0,EF-0
573116,2015,5,28,2015-05-28,15:07:00,3,KS,20,0,EF-0
573109,2015,5,28,2015-05-28,15:35:00,3,CO,8,0,EF-0
587093,2015,5,28,2015-05-28,15:50:00,3,KS,20,0,EF-0
573106,2015,5,28,2015-05-28,15:53:00,3,CO,8,0,EF-0
587096,2015,5,28,2015-05-28,16:09:00,3,KS,20,0,EF-0
571045,2015,5,28,2015-05-28,16:17:00,3,ND,38,0,EF-0
584396,2015,5,28,2015-05-28,19:13:00,3,TX,48,0,EF-0
577092,2015,5,29,2015-05-29,09:40:00,3,MS,28,0,EF-0
579450,2015,5,29,2015-05-29,12:51:00,3,OK,40,0,EF-1
579451,2015,5,29,2015-05-29,13:16:00,3,OK,40,0,EF-0
579453,2015,5,29,2015-05-29,13:27:00,3,OK,40,0,EF-1
568442,2015,5,29,2015-05-29,19:28:00,3,NM,35,0,EF-0
589189,2015,5,29,2015-05-29,22:20:00,3,IL,17,0,EF-1
581681,2015,5,30,2015-05-30,18:47:00,3,IN,18,0,EF-1
582557,2015,5,31,2015-05-31,14:00:00,3,PA,42,0,EF-0
571881,2015,6,1,2015-06-01,15:40:00,3,FL,12,0,EF-0
588442,2015,6,2,2015-06-02,13:57:00,3,ND,38,0,EF-0
586835,2015,6,3,2015-06-03,19:20:00,3,WY,56,0,EF-0
576120,2015,6,3,2015-06-03,21:15:00,3,KS,20,0,EF-1
576121,2015,6,3,2015-06-03,21:17:00,3,KS,20,0,EF-1
576122,2015,6,3,2015-06-03,21:28:00,3,KS,20,0,EF-0
582969,2015,6,4,2015-06-04,00:00:00,3,NC,37,0,EF-0
590625,2015,6,4,2015-06-04,16:38:00,3,CO,8,0,EF-0
590626,2015,6,4,2015-06-04,17:12:00,3,CO,8,0,EF-0
590627,2015,6,4,2015-06-04,17:20:00,3,CO,8,0,EF-0
590628,2015,6,4,2015-06-04,17:30:00,3,CO,8,0,EF-1
590632,2015,6,4,2015-06-04,17:38:00,3,CO,8,0,EF-0
590634,2015,6,4,2015-06-04,17:54:00,3,CO,8,0,EF-1
574528,2015,6,4,2015-06-04,18:00:00,3,CO,8,0,EF-0
590636,2015,6,4,2015-06-04,18:05:00,3,CO,8,0,EF-0
592087,2015,6,4,2015-06-04,18:15:00,3,CO,8,0,EF-0
590642,2015,6,4,2015-06-04,18:17:00,3,CO,8,0,EF-0
590647,2015,6,4,2015-06-04,18:21:00,3,CO,8,0,EF-0
590651,2015,6,4,2015-06-04,18:26:00,3,CO,8,0,EF-0
574167,2015,6,4,2015-06-04,18:30:00,3,CO,8,0,EF-3
590652,2015,6,4,2015-06-04,18:32:00,3,CO,8,0,EF-0
590654,2015,6,4,2015-06-04,18:34:00,3,CO,8,0,EF-0
590658,2015,6,4,2015-06-04,18:36:00,3,CO,8,0,EF-0
590659,2015,6,4,2015-06-04,18:41:00,3,CO,8,0,EF-0
590664,2015,6,4,2015-06-04,19:10:00,3,CO,8,0,EF-0
582530,2015,6,4,2015-06-04,20:53:00,3,KS,20,0,EF-0
582849,2015,6,5,2015-06-05,03:24:00,3,CO,8,0,EF-2
572892,2015,6,5,2015-06-05,13:13:00,3,CO,8,0,EF-1
571636,2015,6,5,2015-06-05,16:15:00,3,NV,32,0,EF-1
572889,2015,6,5,2015-06-05,16:54:00,3,CO,8,0,EF-0
590217,2015,6,5,2015-06-05,18:20:00,3,CO,8,0,EF-0
590218,2015,6,5,2015-06-05,18:45:00,3,CO,8,0,EF-0
590213,2015,6,5,2015-06-05,20:24:00,3,KS,20,0,EF-0
609815,2015,6,5,2015-06-05,20:30:00,3,KS,20,0,EF-0
